Weight,Diameter,Color,Supplier,Country,Season
66,3.86,Orange,Tomatosio,China,Spring
222,4.05,Orange,Obeliskmato,Turkey,Fall
130,7.45,Dark Red,Tomatosio,India,Winter
185,6.67,Dark Red,Obeliskmato,Spain,Fall
94,3.40,Red,Obeliskmato,USA,Summer
147,3.43,Red,Obeliskmato,Turkey,Winter
120,3.51,Dark Red,Tomatooryx,India,Summer
107,4.14,Red,Obeliskmato,India,Summer
110,9.94,Red,Obeliskmato,China,Spring
107,5.54,Orange,Tomatosio,USA,Summer
126,9.26,Orange,Tomatooryx,Spain,Fall
84,7.26,Red,Tomatoaster,Brazil,Spring
109,5.95,Orange,Tomatooryx,USA,Spring
229,4.85,Orange,Tomatosio,USA,Spring
142,8.08,Orange,Tomatoaster,India,Fall
141,6.92,Dark Red,Tomatosio,Brazil,Fall
175,9.02,Dark Red,Tomatosio,Spain,Fall
213,7.45,Orange,Tomatosio,Spain,Fall
102,5.62,Dark Red,Obeliskmato,India,Spring
105,5.34,Red,Obeliskmato,India,Spring
89,5.37,Red,Tomatosio,Spain,Spring
139,8.40,Dark Red,Tomatoaster,USA,Fall
89,4.19,Dark Red,Tomatosio,Turkey,Spring
128,8.43,Red,Tomatosio,India,Winter
89,5.61,Red,Tomatosio,India,Winter
192,5.63,Dark Red,Tomatooryx,Brazil,Fall
83,3.65,Dark Red,Tomatooryx,China,Summer
110,9.94,Dark Red,Tomatoaster,India,Spring
168,8.09,Orange,Tomatooryx,India,Spring
123,4.11,Red,Tomatoaster,China,Summer
109,5.02,Red,Obeliskmato,China,Spring
200,8.32,Dark Red,Tomatoaster,Brazil,Fall
120,3.75,Orange,Obeliskmato,Brazil,Winter
51,7.60,Dark Red,Tomatosio,Spain,Fall
152,7.95,Dark Red,Tomatosio,USA,Winter
59,4.51,Red,Obeliskmato,China,Summer
173,6.08,Orange,Tomatosio,USA,Fall
128,8.73,Red,Obeliskmato,India,Spring
98,5.11,Red,Tomatooryx,China,Spring
103,5.46,Dark Red,Obeliskmato,China,Summer
91,4.82,Red,Obeliskmato,Turkey,Fall
58,4.49,Dark Red,Tomatooryx,India,Fall
140,4.62,Red,Tomatooryx,India,Winter
100,6.88,Orange,Obeliskmato,USA,Spring
135,5.53,Orange,Tomatosio,Spain,Winter
112,3.93,Red,Obeliskmato,Brazil,Spring
143,6.60,Dark Red,Tomatoaster,USA,Winter
150,7.93,Orange,Tomatosio,Spain,Summer
134,5.16,Red,Tomatosio,USA,Spring
99,6.97,Orange,Tomatoaster,USA,Winter
225,7.20,Orange,Tomatoaster,Brazil,Winter
123,8.00,Orange,Obeliskmato,India,Spring
220,3.74,Dark Red,Tomatooryx,China,Summer
104,3.17,Red,Obeliskmato,Spain,Spring
82,4.07,Red,Tomatooryx,China,Spring
134,3.34,Dark Red,Tomatooryx,India,Spring
142,8.49,Dark Red,Obeliskmato,Turkey,Spring
133,7.65,Dark Red,Obeliskmato,Turkey,Spring
127,4.46,Orange,Tomatooryx,Brazil,Summer
53,3.32,Red,Obeliskmato,China,Spring
103,3.87,Dark Red,Tomatooryx,Turkey,Summer
118,6.98,Red,Tomatoaster,China,Summer
204,9.72,Orange,Tomatosio,Spain,Winter
188,9.38,Orange,Tomatosio,Spain,Winter
206,4.20,Orange,Tomatooryx,USA,Spring
89,9.19,Orange,Tomatosio,Turkey,Winter
131,6.72,Dark Red,Tomatosio,Brazil,Winter
226,6.47,Red,Tomatoaster,India,Fall
151,9.77,Red,Tomatosio,Brazil,Winter
194,3.60,Dark Red,Tomatooryx,China,Winter
94,4.90,Red,Obeliskmato,India,Summer
125,4.59,Orange,Tomatosio,USA,Summer
63,8.71,Dark Red,Tomatooryx,China,Summer
125,8.06,Orange,Tomatoaster,Spain,Winter
132,9.55,Dark Red,Tomatoaster,Spain,Winter
225,6.40,Orange,Tomatosio,Turkey,Fall
225,6.10,Dark Red,Obeliskmato,China,Spring
50,7.26,Red,Tomatoaster,USA,Fall
116,8.93,Dark Red,Tomatosio,Turkey,Summer
208,5.95,Orange,Tomatosio,USA,Spring
141,4.59,Orange,Obeliskmato,China,Summer
163,3.48,Red,Tomatosio,Brazil,Fall
117,4.58,Red,Tomatoaster,Turkey,Summer
151,5.52,Orange,Tomatoaster,USA,Winter
77,4.77,Dark Red,Tomatoaster,Turkey,Spring
138,5.44,Orange,Tomatoaster,USA,Spring
162,4.14,Orange,Tomatooryx,USA,Fall
146,5.28,Red,Tomatooryx,China,Fall
57,6.04,Red,Tomatosio,Brazil,Summer
110,4.13,Red,Tomatooryx,USA,Summer
147,5.90,Red,Tomatooryx,India,Summer
107,3.22,Dark Red,Tomatoaster,China,Summer
223,7.95,Dark Red,Tomatosio,Brazil,Spring
126,5.09,Orange,Tomatosio,India,Spring
181,7.77,Red,Obeliskmato,Spain,Fall
115,5.35,Dark Red,Obeliskmato,Turkey,Spring
149,5.56,Red,Tomatosio,Spain,Fall
142,5.09,Red,Obeliskmato,India,Fall
128,3.67,Dark Red,Obeliskmato,India,Summer
174,8.67,Dark Red,Tomatosio,USA,Winter
106,6.48,Dark Red,Tomatosio,Brazil,Fall
124,9.56,Red,Obeliskmato,China,Spring
120,5.56,Red,Obeliskmato,India,Spring
142,3.15,Red,Tomatosio,India,Summer
97,4.65,Dark Red,Tomatoaster,USA,Summer
66,5.82,Dark Red,Tomatooryx,China,Summer
153,8.59,Orange,Tomatoaster,Brazil,Winter
170,3.12,Orange,Tomatoaster,USA,Spring
101,7.15,Red,Obeliskmato,Turkey,Spring
69,4.35,Dark Red,Obeliskmato,Spain,Summer
63,6.68,Dark Red,Obeliskmato,India,Summer
137,6.58,Orange,Tomatosio,USA,Fall
127,4.85,Red,Obeliskmato,Turkey,Spring
78,4.26,Dark Red,Obeliskmato,India,Spring
178,7.49,Orange,Tomatosio,Brazil,Spring
145,3.77,Orange,Obeliskmato,India,Spring
143,5.69,Orange,Obeliskmato,USA,Summer
142,9.76,Dark Red,Tomatooryx,Turkey,Summer
132,4.03,Dark Red,Obeliskmato,China,Summer
107,5.65,Red,Tomatooryx,India,Summer
165,9.16,Orange,Tomatooryx,USA,Fall
144,8.28,Dark Red,Tomatosio,USA,Fall
218,3.48,Dark Red,Tomatosio,India,Spring
143,4.80,Dark Red,Obeliskmato,India,Summer
226,9.75,Dark Red,Obeliskmato,USA,Spring
132,5.62,Orange,Tomatooryx,Spain,Fall
108,5.25,Dark Red,Tomatosio,Brazil,Winter
208,7.35,Orange,Tomatooryx,Spain,Winter
174,5.83,Orange,Tomatooryx,Spain,Fall
176,7.95,Dark Red,Obeliskmato,USA,Fall
123,5.89,Red,Tomatosio,India,Summer
63,4.30,Dark Red,Tomatoaster,Turkey,Summer
156,4.94,Red,Obeliskmato,India,Summer
105,5.48,Dark Red,Tomatooryx,Spain,Fall
176,8.08,Dark Red,Tomatoaster,USA,Fall
229,6.86,Red,Tomatosio,China,Winter
74,5.32,Red,Tomatooryx,India,Summer
117,6.49,Red,Tomatoaster,Brazil,Spring
86,4.19,Dark Red,Tomatooryx,USA,Spring
143,9.34,Red,Tomatoaster,China,Winter
112,5.84,Red,Tomatooryx,Spain,Fall
124,9.82,Orange,Tomatosio,Brazil,Summer
113,5.93,Red,Tomatooryx,Brazil,Summer
132,5.78,Red,Tomatooryx,China,Spring
157,7.21,Orange,Obeliskmato,India,Summer
139,9.86,Red,Tomatoaster,USA,Winter
215,8.23,Dark Red,Tomatoaster,Brazil,Winter
101,8.45,Dark Red,Tomatosio,Spain,Fall
71,6.01,Dark Red,Tomatoaster,USA,Fall
129,4.14,Red,Tomatosio,Brazil,Spring
143,9.45,Red,Tomatosio,India,Spring
129,3.59,Dark Red,Tomatooryx,India,Spring
114,4.94,Red,Obeliskmato,India,Summer
126,6.63,Dark Red,Tomatoaster,China,Spring
142,7.30,Orange,Tomatosio,Spain,Fall
154,6.10,Orange,Tomatooryx,India,Fall
126,5.31,Red,Tomatooryx,Brazil,Fall
111,6.32,Orange,Tomatooryx,Turkey,Summer
135,5.70,Dark Red,Tomatosio,Turkey,Fall
115,9.53,Red,Tomatoaster,China,Winter
76,3.31,Orange,Obeliskmato,China,Summer
105,5.78,Orange,Tomatosio,USA,Fall
222,9.59,Orange,Tomatosio,Spain,Winter
142,3.92,Red,Tomatooryx,Brazil,Summer
117,7.42,Red,Tomatoaster,USA,Fall
189,5.45,Red,Tomatoaster,Brazil,Winter
220,5.61,Orange,Tomatosio,China,Summer
149,6.54,Dark Red,Tomatosio,USA,Spring
114,3.34,Red,Tomatooryx,China,Summer
76,3.85,Red,Tomatooryx,Turkey,Summer
148,3.61,Red,Obeliskmato,China,Spring
56,7.05,Orange,Tomatooryx,India,Fall
140,8.75,Dark Red,Tomatoaster,Spain,Fall
183,7.25,Orange,Tomatosio,Brazil,Fall
86,5.97,Dark Red,Obeliskmato,USA,Spring
74,4.38,Red,Obeliskmato,Turkey,Summer
99,5.37,Red,Tomatooryx,China,Summer
144,8.30,Orange,Tomatosio,China,Summer
128,5.79,Dark Red,Tomatosio,India,Winter
85,5.57,Red,Tomatosio,China,Spring
122,7.89,Red,Obeliskmato,Turkey,Spring
119,4.51,Dark Red,Tomatooryx,Spain,Spring
165,6.23,Orange,Tomatosio,Spain,Spring
138,9.04,Dark Red,Tomatosio,Brazil,Fall
141,7.36,Dark Red,Tomatosio,Brazil,Winter
216,5.97,Orange,Tomatoaster,Brazil,Winter
121,5.39,Orange,Tomatosio,USA,Fall
78,5.36,Red,Tomatoaster,China,Winter
186,5.06,Dark Red,Tomatoaster,Brazil,Fall
100,8.83,Dark Red,Tomatoaster,Brazil,Spring
135,3.79,Orange,Tomatoaster,China,Spring
102,4.01,Dark Red,Tomatooryx,India,Spring
64,7.06,Dark Red,Obeliskmato,China,Winter
52,3.98,Dark Red,Tomatosio,USA,Winter
151,4.26,Dark Red,Tomatoaster,USA,Winter
131,5.00,Red,Tomatooryx,India,Summer
225,4.16,Dark Red,Tomatooryx,India,Spring
168,4.72,Dark Red,Obeliskmato,Turkey,Winter
103,5.06,Dark Red,Tomatooryx,Brazil,Summer
213,5.41,Red,Tomatoaster,Brazil,Winter
84,5.49,Red,Obeliskmato,Brazil,Spring
151,7.76,Dark Red,Tomatosio,Spain,Fall
137,5.52,Dark Red,Obeliskmato,India,Summer
100,8.86,Dark Red,Obeliskmato,India,Spring
147,7.26,Orange,Tomatosio,China,Summer
84,5.06,Dark Red,Tomatooryx,India,Summer
110,4.30,Orange,Obeliskmato,Brazil,Spring
206,5.32,Orange,Tomatosio,India,Fall
107,5.50,Red,Obeliskmato,China,Spring
59,8.53,Orange,Tomatoaster,USA,Winter
161,4.46,Red,Tomatosio,India,Summer
102,5.98,Red,Tomatoaster,Brazil,Fall
91,3.18,Dark Red,Tomatooryx,China,Winter
86,6.22,Orange,Tomatooryx,India,Summer
230,5.92,Orange,Tomatoaster,USA,Summer
117,3.36,Dark Red,Tomatoaster,Spain,Fall
103,4.13,Dark Red,Tomatosio,Turkey,Spring
148,5.73,Dark Red,Tomatosio,Spain,Spring
56,4.80,Orange,Tomatooryx,USA,Summer
85,7.29,Dark Red,Tomatosio,Brazil,Winter
86,9.25,Orange,Obeliskmato,USA,Fall
150,8.38,Orange,Tomatosio,India,Winter
203,5.09,Dark Red,Tomatoaster,USA,Winter
164,5.41,Orange,Tomatoaster,China,Winter
189,6.39,Dark Red,Tomatosio,China,Spring
117,4.56,Orange,Tomatooryx,India,Fall
185,6.46,Orange,Tomatosio,Brazil,Winter
59,9.63,Red,Tomatooryx,Turkey,Summer
142,3.01,Dark Red,Tomatosio,Turkey,Winter
216,7.51,Orange,Tomatosio,Brazil,Fall
106,6.80,Dark Red,Tomatooryx,Turkey,Winter
84,5.58,Red,Tomatoaster,Brazil,Winter
96,3.32,Dark Red,Tomatooryx,India,Summer
107,3.69,Dark Red,Tomatoaster,China,Summer
135,9.75,Dark Red,Tomatooryx,Spain,Winter
105,6.08,Dark Red,Tomatooryx,Spain,Winter
137,6.75,Orange,Tomatooryx,China,Fall
130,3.97,Dark Red,Obeliskmato,India,Spring
116,3.79,Red,Obeliskmato,Turkey,Spring
89,4.11,Red,Obeliskmato,Turkey,Fall
86,4.20,Red,Obeliskmato,India,Winter
96,6.71,Dark Red,Tomatooryx,Spain,Spring
204,3.29,Orange,Tomatoaster,Turkey,Summer
112,8.47,Dark Red,Tomatosio,Brazil,Winter
220,9.19,Orange,Tomatoaster,China,Winter
209,4.77,Orange,Tomatoaster,India,Summer
125,4.79,Dark Red,Obeliskmato,China,Winter
122,3.88,Red,Obeliskmato,China,Spring
195,3.96,Dark Red,Tomatoaster,Turkey,Spring
104,5.42,Red,Obeliskmato,India,Spring
126,6.22,Dark Red,Tomatosio,USA,Fall
159,3.74,Red,Tomatooryx,India,Spring
222,4.32,Dark Red,Tomatoaster,India,Winter
105,5.95,Red,Tomatooryx,Turkey,Summer
113,5.58,Dark Red,Obeliskmato,Turkey,Fall
74,6.13,Orange,Obeliskmato,India,Summer
135,5.50,Red,Tomatooryx,Turkey,Spring
186,6.48,Dark Red,Tomatosio,Spain,Spring
190,6.23,Dark Red,Tomatosio,Brazil,Fall
207,8.89,Orange,Tomatooryx,Brazil,Fall
189,3.07,Red,Obeliskmato,Turkey,Summer
117,5.89,Dark Red,Tomatooryx,China,Spring
72,4.43,Dark Red,Tomatooryx,Turkey,Fall
81,9.91,Red,Obeliskmato,India,Summer
105,5.66,Dark Red,Tomatoaster,Spain,Winter
189,3.59,Dark Red,Obeliskmato,India,Spring
197,3.88,Orange,Tomatosio,China,Winter
91,4.64,Dark Red,Obeliskmato,Brazil,Spring
228,3.80,Dark Red,Tomatosio,USA,Fall
84,3.56,Dark Red,Obeliskmato,Turkey,Spring
116,7.80,Orange,Tomatosio,India,Winter
163,9.94,Dark Red,Tomatosio,India,Fall
109,5.81,Red,Obeliskmato,USA,Spring
111,4.11,Orange,Obeliskmato,USA,Fall
159,4.46,Dark Red,Tomatoaster,Brazil,Fall
112,8.12,Orange,Tomatoaster,USA,Spring
192,8.60,Dark Red,Tomatoaster,India,Fall
166,8.81,Orange,Tomatosio,Brazil,Winter
106,7.82,Dark Red,Tomatoaster,Brazil,Fall
180,7.05,Orange,Tomatosio,Brazil,Winter
217,4.01,Red,Tomatoaster,USA,Spring
76,3.35,Dark Red,Tomatooryx,Turkey,Spring
109,8.59,Orange,Tomatooryx,Spain,Winter
133,5.44,Dark Red,Tomatoaster,India,Winter
72,3.17,Dark Red,Obeliskmato,Spain,Spring
179,7.35,Dark Red,Tomatoaster,Turkey,Spring
125,9.82,Dark Red,Tomatoaster,USA,Spring
227,8.01,Orange,Obeliskmato,Brazil,Fall
150,7.71,Orange,Tomatosio,Spain,Winter
67,8.39,Dark Red,Tomatoaster,Spain,Fall
117,4.01,Dark Red,Tomatooryx,Spain,Winter
55,4.92,Red,Tomatosio,Spain,Winter
78,4.05,Red,Tomatoaster,China,Winter
205,8.88,Orange,Obeliskmato,Brazil,Spring
144,9.92,Orange,Tomatosio,Brazil,Fall
138,5.84,Dark Red,Tomatosio,Spain,Summer
214,9.19,Dark Red,Obeliskmato,USA,Spring
90,4.16,Dark Red,Obeliskmato,India,Summer
88,4.32,Orange,Tomatooryx,Turkey,Winter
219,5.13,Dark Red,Tomatosio,Spain,Winter
77,9.96,Red,Obeliskmato,India,Spring
195,5.08,Red,Obeliskmato,USA,Winter
101,3.91,Dark Red,Obeliskmato,China,Summer
169,9.28,Orange,Tomatosio,Brazil,Winter
169,5.72,Red,Tomatoaster,Brazil,Fall
74,5.72,Dark Red,Obeliskmato,India,Spring
104,5.87,Orange,Tomatosio,USA,Summer
120,5.81,Red,Tomatosio,China,Spring
104,6.93,Dark Red,Tomatosio,Spain,Fall
166,5.08,Dark Red,Tomatosio,Spain,Spring
64,4.77,Red,Tomatooryx,China,Summer
149,5.97,Orange,Tomatosio,Spain,Fall
135,6.70,Red,Tomatosio,USA,Summer
210,5.31,Dark Red,Tomatosio,USA,Winter
119,4.10,Dark Red,Obeliskmato,India,Fall
148,3.81,Red,Obeliskmato,Turkey,Spring
101,4.02,Red,Obeliskmato,India,Summer
62,6.86,Dark Red,Tomatosio,Spain,Winter
96,3.18,Dark Red,Tomatoaster,China,Spring
178,8.75,Dark Red,Tomatosio,Turkey,Winter
72,9.28,Red,Tomatoaster,Brazil,Spring
51,3.99,Dark Red,Tomatosio,Brazil,Summer
122,8.26,Dark Red,Obeliskmato,Brazil,Winter
132,5.99,Orange,Tomatosio,USA,Winter
150,8.40,Dark Red,Tomatosio,USA,Spring
61,8.43,Dark Red,Tomatosio,China,Winter
206,9.62,Dark Red,Tomatoaster,USA,Fall
136,8.78,Red,Tomatoaster,Spain,Winter
80,7.75,Red,Obeliskmato,China,Summer
57,3.75,Red,Obeliskmato,Spain,Fall
124,8.27,Orange,Tomatoaster,USA,Fall
146,6.12,Orange,Tomatoaster,USA,Summer
138,6.34,Dark Red,Tomatosio,Turkey,Winter
175,8.96,Red,Tomatoaster,Spain,Fall
94,3.40,Red,Tomatoaster,Brazil,Fall
71,3.75,Dark Red,Tomatooryx,China,Spring
138,5.82,Dark Red,Tomatooryx,Brazil,Winter
191,5.67,Dark Red,Tomatosio,USA,Fall
207,9.34,Dark Red,Obeliskmato,Brazil,Fall
139,9.82,Dark Red,Tomatooryx,USA,Summer
99,5.30,Dark Red,Tomatosio,China,Summer
179,7.21,Red,Tomatosio,Spain,Fall
132,3.08,Dark Red,Obeliskmato,India,Winter
177,4.43,Dark Red,Tomatosio,Brazil,Summer
105,5.14,Orange,Tomatosio,USA,Fall
144,3.25,Dark Red,Tomatooryx,Brazil,Spring
72,6.29,Dark Red,Tomatoaster,Brazil,Fall
160,5.12,Red,Tomatoaster,Spain,Spring
140,5.03,Red,Tomatooryx,Brazil,Fall
187,6.84,Orange,Tomatosio,China,Spring
218,8.08,Dark Red,Tomatoaster,Spain,Fall
166,5.81,Dark Red,Tomatosio,China,Winter
80,4.64,Dark Red,Tomatoaster,Turkey,Spring
165,3.56,Red,Tomatooryx,China,Spring
143,5.58,Orange,Tomatosio,India,Winter
62,6.24,Orange,Tomatooryx,India,Fall
115,4.74,Red,Obeliskmato,Turkey,Summer
126,7.12,Dark Red,Tomatooryx,Turkey,Spring
65,3.64,Orange,Tomatooryx,India,Winter
54,8.95,Dark Red,Obeliskmato,China,Summer
61,3.28,Red,Obeliskmato,Turkey,Spring
151,9.54,Red,Tomatooryx,India,Fall
149,3.08,Dark Red,Tomatooryx,China,Spring
133,5.03,Orange,Tomatosio,Brazil,Winter
128,7.53,Red,Obeliskmato,Brazil,Spring
181,4.35,Dark Red,Tomatoaster,USA,Fall
134,8.23,Dark Red,Tomatooryx,Spain,Fall
214,4.94,Dark Red,Tomatoaster,Brazil,Spring
218,5.23,Dark Red,Tomatoaster,India,Fall
145,7.86,Red,Tomatosio,Brazil,Summer
104,3.60,Red,Obeliskmato,China,Spring
166,5.83,Orange,Tomatosio,Brazil,Winter
77,5.82,Dark Red,Tomatoaster,China,Summer
177,9.97,Dark Red,Tomatoaster,Brazil,Fall
212,8.67,Orange,Obeliskmato,Brazil,Fall
175,6.88,Orange,Tomatoaster,India,Winter
187,7.43,Orange,Tomatooryx,Turkey,Summer
101,5.34,Orange,Tomatooryx,Spain,Winter
139,5.05,Dark Red,Tomatooryx,India,Summer
87,6.54,Orange,Tomatoaster,Turkey,Summer
221,7.58,Orange,Tomatooryx,Spain,Spring
57,3.38,Orange,Tomatooryx,China,Spring
75,4.68,Dark Red,Tomatooryx,Spain,Fall
96,3.41,Dark Red,Tomatosio,China,Summer
187,4.44,Orange,Tomatooryx,Spain,Fall
112,5.52,Red,Tomatooryx,India,Fall
50,4.87,Red,Obeliskmato,Spain,Winter
102,6.80,Orange,Obeliskmato,Brazil,Winter
141,3.55,Dark Red,Tomatooryx,Turkey,Spring
127,6.73,Orange,Obeliskmato,USA,Winter
100,9.53,Dark Red,Tomatosio,China,Fall
126,5.35,Dark Red,Obeliskmato,China,Summer
118,5.63,Dark Red,Obeliskmato,India,Spring
91,5.15,Red,Tomatooryx,India,Spring
122,8.84,Red,Tomatooryx,Turkey,Winter
186,9.92,Orange,Tomatoaster,Brazil,Winter
101,7.48,Orange,Tomatoaster,Turkey,Spring
160,4.50,Red,Obeliskmato,Turkey,Summer
116,5.87,Dark Red,Tomatosio,Brazil,Fall
109,4.31,Red,Tomatoaster,China,Spring
171,5.16,Orange,Tomatooryx,Spain,Winter
63,4.94,Red,Obeliskmato,India,Spring
190,9.46,Red,Tomatoaster,Brazil,Spring
78,3.82,Dark Red,Obeliskmato,India,Spring
91,4.16,Red,Tomatooryx,Brazil,Summer
101,5.75,Red,Tomatooryx,India,Spring
68,4.83,Dark Red,Tomatooryx,China,Spring
154,6.58,Dark Red,Tomatooryx,Brazil,Fall
190,7.92,Dark Red,Tomatosio,USA,Summer
92,5.57,Dark Red,Tomatooryx,India,Summer
168,6.18,Dark Red,Tomatoaster,USA,Spring
144,8.32,Dark Red,Tomatosio,Turkey,Spring
139,8.62,Orange,Tomatosio,Spain,Fall
69,4.54,Orange,Obeliskmato,Turkey,Summer
78,8.66,Orange,Tomatoaster,Spain,Summer
166,4.49,Red,Obeliskmato,India,Spring
185,7.53,Dark Red,Tomatooryx,China,Spring
190,8.72,Orange,Tomatosio,USA,Winter
124,7.24,Dark Red,Tomatosio,Spain,Winter
146,4.97,Orange,Obeliskmato,China,Fall
229,5.25,Dark Red,Tomatosio,Brazil,Spring
171,5.54,Dark Red,Tomatoaster,USA,Winter
160,4.90,Dark Red,Tomatosio,Spain,Fall
148,9.00,Dark Red,Tomatosio,Spain,Winter
140,5.29,Dark Red,Tomatoaster,Spain,Winter
122,4.30,Dark Red,Tomatooryx,Turkey,Fall
189,8.72,Orange,Tomatosio,India,Fall
91,8.71,Dark Red,Obeliskmato,India,Spring
138,3.51,Red,Obeliskmato,Spain,Fall
215,5.82,Dark Red,Tomatoaster,Spain,Winter
76,3.56,Red,Obeliskmato,Turkey,Spring
126,3.86,Red,Tomatooryx,Turkey,Spring
131,7.94,Red,Tomatoaster,Brazil,Winter
142,7.93,Red,Obeliskmato,Turkey,Summer
147,7.84,Dark Red,Obeliskmato,China,Summer
97,8.08,Dark Red,Obeliskmato,China,Winter
112,6.16,Orange,Tomatoaster,Turkey,Summer
145,6.84,Dark Red,Tomatosio,Brazil,Winter
145,3.39,Orange,Tomatooryx,China,Summer
70,8.44,Dark Red,Tomatosio,Brazil,Spring
172,5.21,Orange,Tomatosio,Turkey,Fall
135,5.04,Dark Red,Tomatooryx,China,Spring
61,5.23,Dark Red,Tomatosio,USA,Fall
102,4.24,Orange,Obeliskmato,Turkey,Summer
207,3.09,Dark Red,Tomatosio,Brazil,Fall
142,4.90,Red,Tomatoaster,Turkey,Winter
164,7.57,Dark Red,Tomatoaster,India,Winter
68,3.86,Dark Red,Obeliskmato,Brazil,Summer
51,5.63,Red,Tomatooryx,China,Spring
128,9.19,Orange,Tomatoaster,China,Fall
80,6.76,Dark Red,Tomatosio,China,Winter
112,5.51,Dark Red,Tomatosio,USA,Fall
173,7.97,Red,Tomatoaster,Spain,Fall
66,3.24,Dark Red,Obeliskmato,China,Fall
225,4.96,Red,Tomatosio,USA,Winter
140,8.68,Dark Red,Tomatooryx,Brazil,Fall
79,5.56,Red,Tomatooryx,India,Summer
117,5.24,Dark Red,Tomatosio,Brazil,Fall
51,8.59,Red,Obeliskmato,India,Spring
141,5.02,Orange,Tomatosio,Brazil,Winter
52,5.99,Dark Red,Tomatoaster,Brazil,Winter
126,3.04,Orange,Obeliskmato,India,Spring
183,3.75,Orange,Obeliskmato,India,Spring
118,5.86,Red,Obeliskmato,Turkey,Fall
137,5.65,Red,Tomatosio,Spain,Summer
88,5.64,Dark Red,Tomatoaster,India,Fall
81,6.25,Orange,Tomatosio,USA,Summer
84,9.00,Red,Obeliskmato,China,Winter
127,3.88,Orange,Tomatosio,USA,Spring
116,6.35,Dark Red,Tomatosio,Spain,Fall
134,8.75,Dark Red,Tomatosio,Brazil,Fall
147,6.93,Dark Red,Tomatoaster,Brazil,Fall
75,3.55,Dark Red,Tomatooryx,USA,Summer
229,5.43,Red,Tomatoaster,Turkey,Fall
105,6.02,Orange,Tomatoaster,Brazil,Fall
226,8.65,Orange,Tomatosio,USA,Fall
201,4.90,Red,Obeliskmato,Spain,Winter
175,4.41,Orange,Tomatoaster,Brazil,Fall
69,3.69,Red,Obeliskmato,USA,Spring
165,8.75,Dark Red,Tomatosio,Spain,Winter
57,3.76,Red,Tomatooryx,China,Spring
100,4.36,Dark Red,Tomatosio,Turkey,Spring
116,6.00,Dark Red,Tomatoaster,Spain,Fall
137,7.64,Orange,Tomatosio,Spain,Winter
68,4.47,Orange,Tomatooryx,Turkey,Spring
70,4.39,Dark Red,Tomatoaster,USA,Spring
51,6.63,Red,Tomatoaster,Brazil,Spring
69,5.53,Dark Red,Tomatoaster,Brazil,Spring
138,6.18,Orange,Obeliskmato,Brazil,Spring
129,5.50,Orange,Tomatosio,Spain,Fall
89,5.77,Red,Tomatooryx,China,Spring
218,7.95,Dark Red,Tomatooryx,Spain,Spring
127,8.22,Dark Red,Tomatoaster,USA,Winter
61,5.33,Red,Obeliskmato,China,Spring
185,5.39,Dark Red,Obeliskmato,Turkey,Winter
124,5.31,Dark Red,Tomatoaster,Turkey,Fall
155,4.80,Red,Tomatooryx,Spain,Spring
126,3.95,Red,Tomatooryx,Spain,Summer
201,5.66,Dark Red,Obeliskmato,India,Winter
101,4.45,Red,Obeliskmato,China,Summer
90,8.52,Dark Red,Tomatosio,Spain,Fall
203,6.07,Dark Red,Tomatoaster,China,Fall
116,7.32,Dark Red,Tomatooryx,Spain,Summer
53,3.14,Dark Red,Tomatooryx,China,Spring
176,7.07,Dark Red,Obeliskmato,India,Summer
104,3.99,Dark Red,Tomatooryx,India,Summer
224,5.49,Dark Red,Tomatoaster,Turkey,Winter
142,5.02,Red,Tomatooryx,Brazil,Summer
149,4.24,Red,Obeliskmato,China,Summer
228,9.86,Dark Red,Tomatooryx,USA,Winter
77,4.85,Dark Red,Tomatoaster,India,Spring
65,3.69,Dark Red,Obeliskmato,Turkey,Spring
160,9.28,Orange,Tomatooryx,China,Winter
213,6.16,Dark Red,Tomatooryx,USA,Winter
112,4.34,Dark Red,Tomatooryx,China,Spring
183,7.04,Orange,Obeliskmato,USA,Winter
211,9.40,Dark Red,Tomatosio,Brazil,Winter
79,7.45,Dark Red,Tomatoaster,Turkey,Winter
112,8.96,Dark Red,Tomatosio,USA,Fall
111,5.21,Dark Red,Tomatoaster,Spain,Spring
210,6.44,Orange,Tomatosio,USA,Winter
185,9.24,Orange,Tomatoaster,Spain,Fall
158,9.20,Red,Tomatosio,USA,Winter
101,7.02,Orange,Tomatoaster,Spain,Winter
123,5.69,Dark Red,Tomatosio,USA,Spring
92,4.33,Orange,Obeliskmato,China,Winter
105,7.74,Dark Red,Tomatosio,China,Spring
211,8.65,Dark Red,Tomatoaster,Spain,Spring
138,3.04,Dark Red,Tomatooryx,India,Summer
94,4.23,Dark Red,Tomatosio,Spain,Fall
79,5.41,Red,Tomatooryx,Turkey,Summer
100,8.09,Dark Red,Tomatosio,USA,Spring
196,5.77,Dark Red,Tomatoaster,Brazil,Spring
100,9.05,Dark Red,Tomatosio,China,Fall
151,7.96,Orange,Tomatooryx,China,Summer
57,5.15,Dark Red,Tomatooryx,Brazil,Winter
52,5.23,Dark Red,Obeliskmato,China,Summer
184,4.03,Orange,Obeliskmato,China,Fall
158,7.51,Orange,Tomatosio,USA,Summer
108,6.84,Dark Red,Tomatosio,Spain,Spring
102,4.92,Red,Obeliskmato,USA,Spring
116,6.35,Dark Red,Obeliskmato,India,Spring
